Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Size_4,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDP16,246.3802,7370.406,0.04226922922222222,246.3802,OUT049,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB11,226.8404,6301.1312,0.06545384633333334,226.8404,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCB06,160.692,1597.92,0.08856409933333334,160.692,OUT035,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA45,178.237,529.311,0.13599203525,178.237,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCO26,117.5492,1969.4364,0.08267312011111111,117.5492,OUT035,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRJ25,50.3692,1034.6532,0.16196453600000002,50.3692,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR28,161.52100000000002,1794.3310000000001,0.027856687222222218,161.52100000000002,OUT018,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI04,197.6426,2768.3964,0.08335433,197.6426,OUT018,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRK12,31.29,898.83,0.03726694955555556,31.29,OUT027,34,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
FDX20,226.172,3169.208,0.04614628388888889,226.172,OUT046,22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI18,223.5746,3589.9936,0.014037086125,223.5746,OUT018,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB36,132.5626,262.3252,0.030340533875000006,132.5626,OUT018,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN13,99.8358,1910.1802,0.1648703711111111,99.8358,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRD24,140.9154,1701.7848,0.0352052945,140.9154,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDQ28,154.5656,2471.4496,0.06301358939999999,154.5656,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM22,54.763999999999996,1331.6,0.043770823199999996,54.763999999999996,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR07,97.0094,1808.9786,0.08887772969999999,97.0094,OUT027,34,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV25,222.5456,3315.684,0.04441604033333333,222.5456,OUT018,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRF49,114.2518,2618.5914,0.07706680666666667,114.2518,OUT046,22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDW51,214.55599999999998,2769.728,0.10182503377777778,214.55599999999998,OUT046,22,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRL01,233.4958,5375.0034,0.08050705009999999,233.4958,OUT017,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP25,216.8824,2838.9712,0.024244678999999998,216.8824,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL50,125.0046,1743.0644,0.042359248,125.0046,OUT018,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB30,198.8084,5555.4352,0.029781319888888894,198.8084,OUT027,34,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDW11,61.9194,619.194,0.052474582,61.9194,OUT018,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,164.821,2120.573,0.022264467399999995,164.821,OUT035,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDK44,173.0738,3823.0236,0.1189452657777778,173.0738,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM15,151.4366,1360.2294,0.05586970044444444,151.4366,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS31,178.8318,3969.4996,0.03440078722222222,178.8318,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI32,115.1834,345.5502,0.1643646422,115.1834,OUT010,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR47,196.5794,585.2382,0.0853547126,196.5794,OUT010,21,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB35,92.6804,1010.6844,0.0738731555,92.6804,OUT045,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCU05,81.4618,161.1236,0.06318220511111111,81.4618,OUT010,21,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DRY23,42.1112,42.6112,0.1182885868888889,42.1112,OUT019,34,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDO24,157.4604,3010.7476,0.15294972040000002,157.4604,OUT045,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ28,153.0656,6024.1584,0.06301358939999999,153.0656,OUT027,34,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV39,198.1426,988.7130000000001,0.0064770374444444445,198.1426,OUT045,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCO17,117.944,239.688,0.06326427488888889,117.944,OUT019,34,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDU50,112.8176,1374.2112,0.06580565049999999,112.8176,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT12,226.8062,4739.8302,0.0480399793,226.8062,OUT027,34,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK58,100.0016,1012.0160000000001,0.03877750711111111,100.0016,OUT018,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO08,165.7526,657.8104,0.0560771889,165.7526,OUT019,34,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCW29,130.431,778.9860000000001,0.032996464200000006,130.431,OUT049,20,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE04,179.766,2336.958,0.017384740444444446,179.766,OUT045,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB19,85.0882,2233.0932,0.09790382200000002,85.0882,OUT049,20,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV15,103.9648,1661.8368,0.15848861633333333,103.9648,OUT049,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDL58,264.7568,4745.8224,0.07731122380000001,264.7568,OUT049,20,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA08,164.1526,3124.5994,0.04874125022222221,164.1526,OUT045,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT43,50.1324,467.3916,0.0234906531,50.1324,OUT018,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCX06,182.5976,5070.7328,0.017933609599999997,182.5976,OUT027,34,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDT20,37.6164,540.6296,0.044528822555555556,37.6164,OUT046,22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB41,48.0718,992.7078,0.1112494861,48.0718,OUT046,22,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN55,238.8538,6008.845,0.05738475877777779,238.8538,OUT049,20,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE40,62.9194,2105.2596,0.09643654355555555,62.9194,OUT027,34,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX49,232.63,5359.69,0.10188087871428571,232.63,OUT027,34,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCM53,104.62799999999999,745.696,0.05598008833333333,104.62799999999999,OUT045,17,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE36,161.8868,3275.736,0.043597660999999996,161.8868,OUT035,15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN57,140.2154,1701.7848,0.05880384944444444,140.2154,OUT045,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI24,177.937,6704.606,0.08537858133333334,177.937,OUT027,34,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI19,242.7512,4119.9704,0.050213725375,242.7512,OUT046,22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF24,81.5934,327.5736,0.027290854000000003,81.5934,OUT010,21,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG52,45.7402,780.9834,0.06569195425,45.7402,OUT049,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF36,189.3846,3630.6074,0.02536195288888889,189.3846,OUT045,17,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDS45,107.3622,317.5866,0.033720113499999996,107.3622,OUT019,34,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX40,39.7164,231.6984,0.1032726509,39.7164,OUT010,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRK12,32.99,133.16,0.03726694955555556,32.99,OUT035,15,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRC27,245.1802,5650.6446,0.0664234093,245.1802,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDL58,263.7568,2636.5679999999998,0.07731122380000001,263.7568,OUT017,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCD30,96.0726,1272.3438,0.02591277966666667,96.0726,OUT045,17,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCZ54,161.5552,324.9104,0.0813447597,161.5552,OUT010,21,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE10,130.0626,131.1626,0.08674685777777777,130.0626,OUT010,21,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR44,131.2968,260.9936,0.09157041555555556,131.2968,OUT010,21,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP28,260.0936,260.9936,0.08674445977777778,260.0936,OUT010,21,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX15,160.6578,3690.5294,0.15644439025,160.6578,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA39,40.2822,1139.1838,0.011040999499999999,40.2822,OUT035,15,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY24,52.9298,1995.4026,0.1258877755,52.9298,OUT049,20,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC60,88.3514,1416.8224,0.1308661654,88.3514,OUT017,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH28,37.2506,265.6542,0.11483888260000001,37.2506,OUT046,22,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT25,121.7072,3552.7088,0.058019099399999996,121.7072,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ13,161.5578,2406.867,0.067650708,161.5578,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCO07,211.956,213.05599999999998,0.010599994111111111,211.956,OUT019,34,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW20,124.17299999999999,2956.152,0.023294120111111108,124.17299999999999,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRF27,152.134,153.134,0.030811647777777784,152.134,OUT019,34,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDS49,79.7644,1649.8524,0.07721649277777778,79.7644,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX25,181.9292,3101.2964,0.07659550849999999,181.9292,OUT027,34,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NCX42,165.6526,4769.1254,0.006482338555555556,165.6526,OUT027,34,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDG33,170.4764,3435.528,0.1603242983,170.4764,OUT027,34,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL56,86.4198,1133.8574,0.13637860022222223,86.4198,OUT045,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF14,152.334,2603.278,0.0271951145,152.334,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD06,45.406000000000006,605.878,0.107694204,45.406000000000006,OUT046,22,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRM47,192.8846,2293.0152,0.04709999833333334,192.8846,OUT027,34,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
FDS46,118.7782,119.1782,0.05123912522222222,118.7782,OUT019,34,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB35,92.9804,1929.4884,0.0738731555,92.9804,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX21,109.8912,2074.6328,0.09713413080000002,109.8912,OUT027,34,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU05,79.9618,241.6854,0.06318220511111111,79.9618,OUT027,34,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCR38,251.3724,6795.1548,0.1230832778888889,251.3724,OUT045,17,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCR18,42.7112,639.168,0.020506701375,42.7112,OUT017,12,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCU41,192.1846,3248.4382,0.05599504433333333,192.1846,OUT035,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY56,227.6062,7222.5984,0.0713494342,227.6062,OUT017,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ51,229.0668,3225.1352,0.08561576922222222,229.0668,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDK21,249.0408,3755.112,0.01077018888888889,249.0408,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY25,179.3976,3440.8544,0.029752662875000002,179.3976,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU44,163.4552,974.7312,0.06334854655555555,163.4552,OUT035,15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL43,75.367,535.969,0.02934476533333334,75.367,OUT049,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF05,262.491,5259.82,0.02913497122222222,262.491,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF15,152.034,306.268,0.034651979900000004,152.034,OUT019,34,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDL20,112.3886,1779.0176,0.12496619344444444,112.3886,OUT018,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV32,61.451,759.012,0.09618275811111113,61.451,OUT049,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ34,125.9704,1877.556,0.09374293212500001,125.9704,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG08,171.8764,3779.0808,0.1608149465555556,171.8764,OUT045,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ04,41.5796,41.2796,0.0883987467,41.5796,OUT019,34,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW13,51.1324,259.66200000000003,0.11190293390000002,51.1324,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCI17,96.34100000000001,193.082,0.1395464888888889,96.34100000000001,OUT013,32,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY03,110.9202,1687.8029999999999,0.087023351,110.9202,OUT045,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS12,127.5362,4655.9394,0.1990543252,127.5362,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ55,225.9404,4950.8888,0.025312099888888887,225.9404,OUT013,32,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK01,95.4436,1418.154,0.06620944866666666,95.4436,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDG28,246.4144,1225.072,0.04384549144444445,246.4144,OUT017,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY38,231.03,5359.69,0.12921797000000002,231.03,OUT045,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN01,176.237,1764.37,0.0682887242,176.237,OUT045,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCR54,195.21099999999998,2553.343,0.08813219655555556,195.21099999999998,OUT013,32,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG29,43.3454,1006.6896,0.056344334249999996,43.3454,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG24,85.225,1081.925,0.014644772124999999,85.225,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG59,36.7164,308.9312,0.042077578,36.7164,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM28,178.666,2516.724,0.0516775654,178.666,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW04,128.83100000000002,1428.141,0.050687561250000006,128.83100000000002,OUT046,22,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS26,260.1594,2093.2752,0.09624148244444444,260.1594,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ56,85.6908,1929.4884,0.11359037444444445,85.6908,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK51,264.0884,5829.7448,0.005048548333333334,264.0884,OUT035,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL22,91.4488,2082.6224,0.03945632888888889,91.4488,OUT046,22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH19,173.1738,7298.4996,0.03587643255555556,173.1738,OUT027,34,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY55,256.4988,7452.9652,0.05432453144444445,256.4988,OUT013,32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY03,110.5202,450.0808,0.087023351,110.5202,OUT017,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK21,250.4408,500.6816,0.01077018888888889,250.4408,OUT010,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ10,126.20200000000001,3668.558,0.0463758074,126.20200000000001,OUT027,34,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ32,103.1964,736.3748,0.037112284,103.1964,OUT018,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCZ18,253.0698,6088.0752,0.18095437455555555,253.0698,OUT035,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCF07,101.0016,2125.2336,0.032052351375,101.0016,OUT027,34,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DRE49,153.0024,2277.036,0.018148152222222224,153.0024,OUT017,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDJ08,190.3846,573.2538,0.11999708800000002,190.3846,OUT019,34,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDT39,151.1366,2267.049,0.0112811137,151.1366,OUT035,15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE08,147.3734,296.9468,0.057136627777777775,147.3734,OUT010,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCD06,46.306000000000004,559.2719999999999,0.107694204,46.306000000000004,OUT018,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB57,222.1772,5559.43,0.02038958077777778,222.1772,OUT035,15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCT54,95.5094,1237.7222,0.10635280611111111,95.5094,OUT049,20,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRF49,113.5518,569.259,0.07706680666666667,113.5518,OUT045,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDM25,174.0712,3866.9664,0.06327776360000001,174.0712,OUT027,34,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF20,198.4768,1379.5376,0.037977679,198.4768,OUT045,17,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
